Name;Currency;Ask;Open;PreviousClose;PercentChange;PriceBook;Change;DaysHigh;DaysLow;EarningsShare;AfterHoursChangeRealtime;AnnualizedGain;Ask;AskRealtime;AverageDailyVolume;Bid;BidRealtime;BookValue;Change;ChangeFromFiftydayMovingAverage;ChangeFromTwoHundreddayMovingAverage;ChangeFromYearHigh;ChangeFromYearLow;ChangePercentRealtime;ChangeRealtime;Change_PercentChange;ChangeinPercent;Commission;Currency;DaysHigh;DaysLow;DaysRange;DaysRangeRealtime;DaysValueChange;DaysValueChangeRealtime;DividendPayDate;DividendShare;DividendYield;EBITDA;EPSEstimateCurrentYear;EPSEstimateNextQuarter;EPSEstimateNextYear;EarningsShare;ErrorIndicationreturnedforsymbolchangedinvalid;ExDividendDate;FiftydayMovingAverage;HighLimit;HoldingsGain;HoldingsGainPercent;HoldingsGainPercentRealtime;HoldingsGainRealtime;HoldingsValue;HoldingsValueRealtime;LastTradeDate;LastTradePriceOnly;LastTradeRealtimeWithTime;LastTradeTime;LastTradeWithTime;LowLimit;MarketCapRealtime;MarketCapitalization;MoreInfo;Name;Notes;OneyrTargetPrice;Open;OrderBookRealtime;PEGRatio;PERatio;PERatioRealtime;PercebtChangeFromYearHigh;PercentChange;PercentChangeFromFiftydayMovingAverage;PercentChangeFromTwoHundreddayMovingAverage;PercentChangeFromYearLow;PreviousClose;PriceBook;PriceEPSEstimateCurrentYear;PriceEPSEstimateNextYear;PricePaid;PriceSales;SharesOwned;ShortRatio;StockExchange;Symbol;TickerTrend;TradeDate;TwoHundreddayMovingAverage;Volume;YearHigh;YearLow;YearRange;symbol
AA PLC ORD 0.1P;GBp;172.30;171.80;171.30;+0.53%;;+0.90;176.00;170.10;28.50;;;172.30;;5862260;172.20;;-3.07;+0.90;8.18;-36.07;-112.20;24.70;;;+0.90 - +0.53%;+0.53%;;GBp;176.00;170.10;170.10 - 176.00;;;;;0.12;5.52;350.00M;22.42;0.00;;28.50;;10/5/2017;164.02;;;;;;;;11/1/2017;172.20;;3:00pm;3:00pm - <b>172.20</b>;;;1.05B;;AA PLC ORD 0.1P;;;171.80;;0.00;6.04;;-39.45%;+0.53%;+4.99%;-17.32%;+16.75%;171.30;;;;;109.53;;0.00;LSE;AA.L;;;208.26;2658755;284.40;147.50;147.50 - 284.40;AA.L
AMEDEO AIR FOUR PLUS LIMITED RE;GBp;106.000;105.500;105.250;-0.698%;;-0.735;105.500;104.500;;;;106.000;;286;104.500;;0.000;-0.735;103.721;103.770;-0.985;4.515;;;-0.735 - -0.698%;-0.698%;;GBp;105.500;104.500;104.500 - 105.500;;;;;;;0.00;;0.000;;;;;0.794;;;;;;;;11/1/2017;104.515;;2:34pm;2:34pm - <b>104.515</b>;;;488.35M;;AMEDEO AIR FOUR PLUS LIMITED RE;;;105.500;;0.000;;;-0.934%;-0.698%;+13055.526%;+13928.331%;+4.515%;105.250;;;;;;;0.000;LSE;AA4.L;;;0.745;59611;105.500;100.000;100.000 - 105.500;AA4.L
ALL ASIA ASSET CAPITAL LIMITED;GBp;5.00;4.00;4.00;+0.00%;444.44;+0.00;5.00;5.00;-1.40;;;5.00;;;3.00;;0.01;+0.00;3.99;3.98;-8.50;0.50;;;+0.00 - +0.00%;+0.00%;;GBp;5.00;5.00;5.00 - 5.00;;;;;;;857174.00;;0.00;;-1.40;;;0.01;;;;;;;;10/31/2017;4.00;;4:30pm;4:30pm - <b>4.00</b>;;;8.51M;;ALL ASIA ASSET CAPITAL LIMITED;;;4.00;;0.00;;;-68.00%;+0.00%;+37157.48%;+16843.05%;+14.29%;4.00;444.44;;;;701.80;;0.00;LSE;AAA.L;;;0.02;5000;12.50;3.50;3.50 - 12.50;AAA.L
ANGLO AFRICAN AGRICULTURE PLC O;GBp;0.80;0.73;0.75;+0.00%;;+0.00;0.73;0.73;-0.00;;;0.80;;329027;0.70;;0.00;+0.00;0.03;-0.02;-1.00;0.05;;;+0.00 - +0.00%;+0.00%;;GBp;0.73;0.73;0.73 - 0.73;;;;;;;0.00;;0.00;;-0.00;;;0.72;;;;;;;;10/31/2017;0.75;;4:30pm;4:30pm - <b>0.75</b>;;;1.55M;;ANGLO AFRICAN AGRICULTURE PLC O;;;0.73;;0.00;;;-57.14%;+0.00%;+3.54%;-2.63%;+7.14%;0.75;;;;;;;0.00;LSE;AAAP.L;;;0.77;150000;1.75;0.70;0.70 - 1.75;AAAP.L
Albion Development VCT Ord;GBp;;71.00;71.00;+2.90%;;+2.00;;;4.70;;;;;;;;0.00;+2.00;71.00;71.00;;;;;+2.00 - +2.90%;+2.90%;;GBp;;;;;;;;;;0.00;;0.00;;4.70;;;0.00;;;;;;;;11/1/2017;71.00;;1:26pm;1:26pm - <b>71.00</b>;;;;;Albion Development VCT Ord;;;71.00;;0.00;;;;+2.90%;+inf%;+inf%;;71.00;;;;;;;0.00;LSE;AADV.L;;;0.00;41712;;;;AADV.L
ANGLO AMERICAN PLC ORD USD0.549;GBp;1475.00;1442.00;1420.00;+3.87%;87.50;+55.00;1481.00;1435.50;293.30;;;1475.00;;5690850;1474.50;;16.23;+55.00;85.92;268.78;-54.01;524.90;;;+55.00 - +3.87%;+3.87%;;GBp;1481.00;1435.50;1435.50 - 1481.00;;;;;0.48;2.59;6.58B;2.32;0.00;;293.30;;8/10/2017;1389.08;;;;;;;;11/1/2017;1475.00;;2:58pm;2:58pm - <b>1475.00</b>;;;19.07B;;ANGLO AMERICAN PLC ORD USD0.549;;;1442.00;;-0.58;5.03;;-3.53%;+3.87%;+6.19%;+22.28%;+55.25%;1420.00;87.50;635.78;772.25;;77.92;;0.00;LSE;AAL.L;;;1206.22;5929708;1529.01;950.10;950.10 - 1529.01;AAL.L
ANGLO AFRICAN OIL & GAS PLC ORD;GBp;15.00;14.80;15.12;-1.62%;;-0.24;14.90;13.85;-5.70;;;15.00;;1164540;14.25;;0.00;-0.24;-1.12;-6.52;-18.62;1.12;;;-0.24 - -1.62%;-1.62%;;GBp;14.90;13.85;13.85 - 14.90;;;;;;;0.00;;0.00;;-5.70;;;16.00;;;;;;;;11/1/2017;14.88;;2:48pm;2:48pm - <b>14.88</b>;;;10.34M;;ANGLO AFRICAN OIL & GAS PLC ORD;;;14.80;;0.00;;;-55.58%;-1.62%;-7.02%;-30.46%;+8.14%;15.12;;;;;;;0.00;LSE;AAOG.L;;;21.40;994078;33.50;13.76;13.76 - 33.50;AAOG.L
Aberdeen Asian Smaller Ord;GBp;1070.00;1065.00;1060.00;+0.29%;;+3.07;1073.56;1063.00;282.70;;;1070.00;;306;1064.00;;0.00;+3.07;1051.28;1051.25;-30.93;153.07;;;+3.07 - +0.29%;+0.29%;;GBp;1073.56;1063.00;1063.00 - 1073.56;;;;;;;0.00;nan;0.00;;282.70;;11/3/2016;11.79;;;;;;;;11/1/2017;1063.07;;2:34pm;2:34pm - <b>1063.07</b>;;;;;Aberdeen Asian Smaller Ord;;;1065.00;;0.00;;;-2.83%;+0.29%;+8916.33%;+8895.65%;+16.82%;1060.00;;;;;;;0.00;LSE;AAS.L;;;11.82;12267;1094.00;910.00;910.00 - 1094.00;AAS.L
Albion Technology & Gen VCT Or;GBp;70.00;67.75;63.00;+0.00%;;+0.00;;;2.50;;;70.00;;;65.50;;0.00;+0.00;67.08;67.05;-2.14;6.75;;;+0.00 - +0.00%;+0.00%;;GBp;;;;;;;;;;0.00;;0.00;;2.50;;6/1/2017;0.67;;;;;;;;10/31/2017;67.75;;4:30pm;4:30pm - <b>67.75</b>;;;;;Albion Technology & Gen VCT Or;;;67.75;;0.00;;;-3.06%;+0.00%;+10079.63%;+9597.16%;+11.07%;63.00;;;;;;;0.00;LSE;AATG.L;;;0.70;11719;69.89;61.00;61.00 - 69.89;AATG.L
ARIANA RESOURCES PLC ORD 0.1P;GBp;1.40;1.33;1.35;+1.48%;64.29;+0.02;1.37;1.33;1.40;;;1.40;;2911880;1.30;;0.02;+0.02;-0.05;-0.11;-0.89;0.05;;;+0.02 - +1.48%;+1.48%;;GBp;1.37;1.33;1.33 - 1.37;;;;;;;-1.23M;-0.10;0.00;;1.40;;;1.42;;;;;;;;11/1/2017;1.37;;2:58pm;2:58pm - <b>1.37</b>;;;14.41M;;ARIANA RESOURCES PLC ORD 0.1P;;;1.33;;0.00;0.98;;-39.41%;+1.48%;-3.39%;-7.52%;+3.71%;1.35;64.29;;;;;;0.00;LSE;AAU.L;;;1.48;915933;2.26;1.32;1.32 - 2.26;AAU.L
ANGLO ASIAN MINING PLC ORD 1P;GBp;32.50;31.25;31.25;+0.00%;44.08;+0.00;31.25;31.25;0.70;;;32.50;;296810;30.00;;0.71;+0.00;0.10;8.19;-6.60;16.25;;;+0.00 - +0.00%;+0.00%;;GBp;31.25;31.25;31.25 - 31.25;;;;;;;25.08M;0.02;0.00;;0.70;;;31.15;;;;;;;;11/1/2017;31.25;;9:00am;9:00am - <b>31.25</b>;;;35.21M;;ANGLO ASIAN MINING PLC ORD 1P;;;31.25;;0.00;44.64;;-17.44%;+0.00%;+0.33%;+35.49%;+108.33%;31.25;44.08;;;;50.51;;0.00;LSE;AAZ.L;;;23.06;2500;37.85;15.00;15.00 - 37.85;AAZ.L
;;;;;;;;;;-0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nan;;;-0.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ABAA.L;;;;;;;;ABAA.L
ABBEY PLC ORD EUR0.32;GBp;1360.00;1245.00;1300.00;+0.00%;77.67;+0.00;1245.00;1245.00;280.50;;;1360.00;;147;1240.00;;16.74;+0.00;-5.41;46.35;-15.00;264.00;;;+0.00 - +0.00%;+0.00%;;GBp;1245.00;1245.00;1245.00 - 1245.00;;;;;;;80.75M;2.05;0.00;;280.50;;10/5/2017;1305.41;;;;;;;;10/31/2017;1300.00;;4:30pm;4:30pm - <b>1300.00</b>;;;278.72M;;ABBEY PLC ORD EUR0.32;;;1245.00;;0.00;4.63;;-1.14%;+0.00%;-0.41%;+3.70%;+25.48%;1300.00;77.67;;;;110.65;;0.00;LSE;ABBY.L;;;1253.65;385;1315.00;1036.00;1036.00 - 1315.00;ABBY.L
ABCAM PLC ORD 0.2P;GBp;1024.00;1003.00;995.00;+2.86%;660.25;+28.50;1025.00;994.50;20.70;;;1024.00;;484223;1023.00;;1.51;+28.50;5.03;32.43;-89.50;264.00;;;+28.50 - +2.86%;+2.86%;;GBp;1025.00;994.50;994.50 - 1025.00;;;;;0.12;0.82;63.22M;60.67;0.00;;20.70;;3/16/2017;1018.47;;;;;;;;11/1/2017;1023.50;;3:00pm;3:00pm - <b>1023.50</b>;;;2.09B;;ABCAM PLC ORD 0.2P;;;1003.00;;0.00;49.44;;-8.04%;+2.86%;+0.49%;+3.27%;+34.76%;995.00;660.25;;;;933.78;;0.00;LSE;ABC.L;;;991.07;378752;1113.00;759.50;759.50 - 1113.00;ABC.L
Aberdeen New Dawn Ord;GBp;237.500;236.250;234.750;+0.138%;;+0.325;237.750;234.675;53.800;;;237.500;;8850;235.500;;0.000;+0.325;232.550;232.579;-2.675;55.075;;;+0.325 - +0.138%;+0.138%;;GBp;237.750;234.675;234.675 - 237.750;;;;;;;0.00;nan;0.000;;53.800;;8/3/2017;2.525;;;;;;;;11/1/2017;235.075;;2:28pm;2:28pm - <b>235.075</b>;;;;;Aberdeen New Dawn Ord;;;236.250;;0.000;;;-1.125%;+0.138%;+9209.938%;+9317.389%;+30.597%;234.750;;;;;;;0.000;LSE;ABD.L;;;2.496;34851;237.750;180.000;180.000 - 237.750;ABD.L
AB DYNAMICS PLC ORD 1P;GBp;640.00;644.00;645.00;-1.55%;469.43;-10.00;644.00;633.00;18.20;;;640.00;;12900;630.00;;1.37;-10.00;31.11;42.14;-20.00;204.20;;;-10.00 - -1.55%;-1.55%;;GBp;644.00;633.00;633.00 - 644.00;;;;;;;4.25M;23.90;0.00;;18.20;;5/4/2017;603.89;;;;;;;;11/1/2017;635.00;;2:13pm;2:13pm - <b>635.00</b>;;;116.53M;;AB DYNAMICS PLC ORD 1P;;;644.00;;0.00;34.89;;-3.05%;-1.55%;+5.15%;+7.11%;+47.40%;645.00;469.43;;;;554.02;;0.00;LSE;ABDP.L;;;592.86;4372;655.00;430.80;430.80 - 655.00;ABDP.L
ASSOCIATED BRITISH FOODS PLC OR;GBp;3275.00;3294.00;3332.00;-1.71%;337.38;-57.00;3299.00;3242.00;139.00;;;3275.00;;825126;3274.00;;9.88;-57.00;10.38;218.71;-112.00;940.00;;;-57.00 - -1.71%;-1.71%;;GBp;3299.00;3242.00;3242.00 - 3299.00;;;;;0.47;1.10;1.78B;125.65;0.00;;139.00;;6/8/2017;3264.62;;;;;;;;11/1/2017;3275.00;;3:00pm;3:00pm - <b>3275.00</b>;;;25.87B;;ASSOCIATED BRITISH FOODS PLC OR;;;3294.00;;2.23;23.56;;-3.31%;-1.71%;+0.32%;+7.16%;+40.26%;3332.00;337.38;26.06;23.82;;180.58;;0.00;LSE;ABF.L;;;3056.29;732362;3387.00;2335.00;2335.00 - 3387.00;ABF.L
AQUABOUNTY TECHNOLOGIES INC. CO;GBp;;661.00;661.00;+0.00%;;+0.00;661.00;661.00;-143.00;;;;;3980;;;0.00;+0.00;621.19;628.68;-989.00;149.50;;;+0.00 - +0.00%;+0.00%;;GBp;661.00;661.00;661.00 - 661.00;;;;;;;0.00;;0.00;;-143.00;;;39.81;;;;;;;;6/5/2017;661.00;;2:22pm;2:22pm - <b>661.00</b>;;;;;AQUABOUNTY TECHNOLOGIES INC. CO;;;661.00;;0.00;;;-59.94%;+0.00%;+1560.35%;+1945.07%;+29.23%;661.00;;;;;;;0.00;LSE;ABTU.L;;;32.32;74;1650.00;511.50;511.50 - 1650.00;ABTU.L
ABZENA PLC ORD GBP0.002;GBp;29.00;28.90;28.25;+2.62%;108.24;+0.74;28.99;27.73;-6.60;;;29.00;;297070;27.50;;0.26;+0.74;-3.93;-11.13;-37.01;1.26;;;+0.74 - +2.62%;+2.62%;;GBp;28.99;27.73;27.73 - 28.99;;;;;;;-7.87M;-4.00;0.00;;-6.60;;;32.92;;;;;;;;11/1/2017;28.99;;1:48pm;1:48pm - <b>28.99</b>;;;39.96M;;ABZENA PLC ORD GBP0.002;;;28.90;;0.00;;;-56.08%;+2.62%;-11.93%;-27.74%;+4.54%;28.25;108.24;;;;208.76;;0.00;LSE;ABZA.L;;;40.12;81079;66.00;27.73;27.73 - 66.00;ABZA.L
ACACIA MINING PLC ORD 10P;GBp;182.40;181.30;180.30;+1.05%;39.14;+1.90;185.88;180.20;39.80;;;182.40;;1801220;182.10;;4.61;+1.90;-4.30;-79.53;-397.80;29.40;;;+1.90 - +1.05%;+1.05%;;GBp;185.88;180.20;180.20 - 185.88;;;;;0.17;6.94;403.39M;0.28;-0.01;;39.80;;5/4/2017;186.50;;;;;;;;11/1/2017;182.20;;3:01pm;3:01pm - <b>182.20</b>;;;747.98M;;ACACIA MINING PLC ORD 10P;;;181.30;;0.67;4.58;;-68.59%;+1.05%;-2.30%;-30.39%;+19.24%;180.30;39.14;650.71;467.18;;78.72;;0.00;LSE;ACA.L;;;261.73;1093698;580.00;152.80;152.80 - 580.00;ACA.L
ACCESS INTELLIGENCE PLC ORD 0.5;GBp;4.000;3.750;3.875;+0.000%;1291.667;+0.000;3.750;3.750;-1.000;;;4.000;;81392;3.750;;0.003;+0.000;-0.115;-0.175;-1.250;0.725;;;+0.000 - +0.000%;+0.000%;;GBp;3.750;3.750;3.750 - 3.750;;;;;;;-1.38M;-0.310;0.000;;-1.000;;3/20/2013;3.990;;;;;;;;10/31/2017;3.875;;4:30pm;4:30pm - <b>3.875</b>;;;12.28M;;ACCESS INTELLIGENCE PLC ORD 0.5;;;3.750;;0.000;;;-24.390%;+0.000%;-2.879%;-4.331%;+23.016%;3.875;1291.667;;;;143.003;;0.000;LSE;ACC.L;;;4.050;44901;5.125;3.150;3.150 - 5.125;ACC.L
ACAL PLC ORD 5P;GBp;324.75;322.30;317.00;+0.95%;180.94;+3.00;328.00;320.00;5.10;;;324.75;;45525;320.00;;1.75;+3.00;8.67;25.93;-22.55;116.80;;;+3.00 - +0.95%;+0.95%;;GBp;328.00;320.00;320.00 - 328.00;;;;;;;21.40M;21.98;0.00;;5.10;;6/15/2017;311.33;;;;;;;;11/1/2017;320.00;;2:45pm;2:45pm - <b>320.00</b>;;;201.76M;;ACAL PLC ORD 5P;;;322.30;;0.00;62.75;;-6.58%;+0.95%;+2.79%;+8.82%;+57.48%;317.00;180.94;14.56;13.45;;59.10;;0.00;LSE;ACL.L;;;294.07;128513;342.55;203.20;203.20 - 342.55;ACL.L
ARMADALE CAPITAL PLC ORD 0.1P;GBp;1.60;1.60;1.55;+2.58%;43.06;+0.04;1.60;1.52;-0.40;;;1.60;;1055850;1.50;;0.04;+0.04;0.24;0.12;-2.96;0.59;;;+0.04 - +2.58%;+2.58%;;GBp;1.60;1.52;1.52 - 1.60;;;;;;;-584780.00;-0.40;0.00;;-0.40;;;1.35;;;;;;;;11/1/2017;1.59;;1:38pm;1:38pm - <b>1.59</b>;;;3.75M;;ARMADALE CAPITAL PLC ORD 0.1P;;;1.60;;0.00;;;-65.05%;+2.58%;+17.48%;+8.28%;+59.00%;1.55;43.06;;;;;;0.00;LSE;ACP.L;;;1.47;412519;4.55;1.00;1.00 - 4.55;ACP.L
ACCROL GROUP HOLDINGS PLC ORD G;GBp;;132.00;132.00;+0.00%;243.99;+0.00;136.00;136.00;8.70;;;;;195589;;;0.54;+0.00;-3.20;-13.23;-34.01;17.10;;;+0.00 - +0.00%;+0.00%;;GBp;136.00;136.00;136.00 - 136.00;;;;;;;16.06M;11.50;0.00;;8.70;;9/21/2017;135.20;;;;;;;;10/5/2017;132.00;;3:30pm;3:30pm - <b>132.00</b>;;;122.78M;;ACCROL GROUP HOLDINGS PLC ORD G;;;132.00;;0.00;15.17;;-20.49%;+0.00%;-2.37%;-9.11%;+14.89%;132.00;243.99;;;;90.91;;0.00;LSE;ACRL.L;;;145.23;20300;166.01;114.90;114.90 - 166.01;ACRL.L
ACCESSO TECHNOLOGY GROUP PLC OR;GBp;2235.0000;2208.0000;2190.0000;-0.6849%;603.3058;-15.0000;2220.0000;2175.0000;29.4000;;;2235.0000;;38935;2160.0000;;3.6300;-15.0000;181.5000;365.1200;-54.0000;809.2000;;;-15.0000 - -0.6849%;-0.6849%;;GBp;2220.0000;2175.0000;2175.0000 - 2220.0000;;;;;;;13.93M;;0.0000;;29.4000;;;1993.5000;;;;;;;;11/1/2017;2175.0000;;2:55pm;2:55pm - <b>2175.0000</b>;;;486.66M;;ACCESSO TECHNOLOGY GROUP PLC OR;;;2208.0000;;0.0000;73.9796;;-2.4226%;-0.6849%;+9.1046%;+20.1737%;+59.2473%;2190.0000;603.3058;;;;447.8231;;0.0000;LSE;ACSO.L;;;1809.8800;15399;2229.0000;1365.8000;1365.8000 - 2229.0000;ACSO.L
ACTUAL EXPERIENCE PLC ORD 0.2P;GBp;280.00;270.00;275.00;+0.00%;451.56;+0.00;270.00;270.00;-18.00;;;280.00;;7883;270.00;;0.61;+0.00;1.35;-13.72;-27.50;35.00;;;+0.00 - +0.00%;+0.00%;;GBp;270.00;270.00;270.00 - 270.00;;;;;;;-6.27M;0.40;0.00;;-18.00;;;273.65;;;;;;;;10/31/2017;275.00;;4:30pm;4:30pm - <b>275.00</b>;;;106.56M;;ACTUAL EXPERIENCE PLC ORD 0.2P;;;270.00;;0.00;;;-9.09%;+0.00%;+0.49%;-4.75%;+14.58%;275.00;451.56;;;;25037.36;;0.00;LSE;ACT.L;;;288.72;666;302.50;240.00;240.00 - 302.50;ACT.L
ADEPT4 PLC  ORD 1P;GBp;4.25;3.81;4.00;+0.00%;121.21;+0.00;4.20;3.81;-0.30;;;4.25;;52931;3.75;;0.03;+0.00;-0.62;-1.02;-4.70;0.19;;;+0.00 - +0.00%;+0.00%;;GBp;4.20;3.81;3.81 - 4.20;;;;;;;474000.00;;0.00;;-0.30;;;4.62;;;;;;;;10/31/2017;4.00;;4:30pm;4:30pm - <b>4.00</b>;;;9.08M;;ADEPT4 PLC  ORD 1P;;;3.81;;0.00;;;-54.02%;+0.00%;-13.51%;-20.32%;+4.99%;4.00;121.21;;;;99.40;;0.00;LSE;AD4.L;;;5.02;92683;8.70;3.81;3.81 - 8.70;AD4.L
ADAMS PLC ORD EUR0.01;EUR;0.08;0.04;0.06;+0.00%;;+0.00;0.04;0.04;-0.00;;;0.08;;64195;0.04;;0.00;+0.00;0.00;-0.01;-0.07;0.02;;;+0.00 - +0.00%;+0.00%;;EUR;0.04;0.04;0.04 - 0.04;;;;;;;0.00;nan;0.00;;-0.00;;;0.06;;;;;;;;10/31/2017;0.06;;4:30pm;4:30pm - <b>0.06</b>;;;;;ADAMS PLC ORD EUR0.01;;;0.04;;0.00;;;-53.85%;+0.00%;+0.00%;-19.84%;+50.00%;0.06;;;;;;;0.00;LSE;ADA.L;;;0.07;47;0.13;0.04;0.04 - 0.13;ADA.L
ADAMAS FINANCE ASIA LIMITED ORD;USD;1.2800;1.3250;1.2875;-2.8302%;1.2875;-0.0375;0.5600;0.5600;-0.4910;;;1.2800;;66;1.2750;;1.0000;-0.0375;0.1172;0.5681;-0.2875;0.7275;;;-0.0375 - -2.8302%;-2.8302%;;USD;0.5600;0.5600;0.5600 - 0.5600;;;;;;;0.00;;0.0000;;-0.4910;;;1.1703;;;;;;;;10/31/2017;1.2875;;4:30pm;4:30pm - <b>1.2875</b>;;;98.86M;;ADAMAS FINANCE ASIA LIMITED ORD;;;1.3250;;0.0000;;;-18.2540%;-2.8302%;+10.0098%;+78.9693%;+129.9107%;1.2875;1.2875;;;;;;0.0000;LSE;ADAM.L;;;0.7194;600;1.5750;0.5600;0.5600 - 1.5750;ADAM.L
ALBERT TECHNOLOGIES LTD;GBp;;31.00;31.00;-2.42%;82.45;-0.75;31.50;31.50;-15.00;;;;;48097;;;0.38;-0.75;-1.38;5.90;-5.80;17.25;;;-0.75 - -2.42%;-2.42%;;GBp;31.50;31.50;31.50 - 31.50;;;;;;;-9.04M;0.03;0.00;;-15.00;;;31.63;;;;;;;;7/12/2017;30.25;;3:30pm;3:30pm - <b>30.25</b>;;;18.67M;;ALBERT TECHNOLOGIES LTD;;;31.00;;0.00;;;-16.10%;-2.42%;-4.35%;+24.23%;+132.69%;31.00;82.45;;;;116.65;;0.00;LSE;ADGO.L;;;24.35;4000;36.05;13.00;13.00 - 36.05;ADGO.L
ANDALAS ENERGY AND POWER PLC OR;GBp;0.040;0.040;0.041;-4.878%;;-0.002;0.040;0.035;-0.400;;;0.040;;79524096;0.036;;-0.000;-0.002;-0.010;-0.035;-0.116;0.004;;;-0.002 - -4.878%;-4.878%;;GBp;0.040;0.035;0.035 - 0.040;;;;;;;0.00;0.000;0.000;;-0.400;;;0.049;;;;;;;;11/1/2017;0.039;;1:42pm;1:42pm - <b>0.039</b>;;;972335.19;;ANDALAS ENERGY AND POWER PLC OR;;;0.040;;0.000;;;-74.839%;-4.878%;-19.967%;-47.398%;+11.429%;0.041;;;;;;;0.000;LSE;ADL.L;;;0.074;82163598;0.155;0.035;0.035 - 0.155;ADL.L
ADMIRAL GROUP PLC ORD 0.1P;GBp;1875.00;1925.00;1924.00;-2.60%;830.74;-50.00;1934.00;1874.00;80.10;;;1875.00;;738558;1874.00;;2.32;-50.00;21.54;-110.74;-310.00;194.00;;;-50.00 - -2.60%;-2.60%;;GBp;1934.00;1874.00;1874.00 - 1934.00;;;;;0.96;3.91;304.00M;108.29;0.00;;80.10;;9/7/2017;1852.46;;;;;;;;11/1/2017;1874.00;;3:01pm;3:01pm - <b>1874.00</b>;;;5.02B;;ADMIRAL GROUP PLC ORD 0.1P;;;1925.00;;0.00;23.40;;-14.19%;-2.60%;+1.16%;-5.58%;+11.55%;1924.00;830.74;;;;488.28;;0.00;LSE;ADM.L;;;1984.74;910928;2184.00;1680.00;1680.00 - 2184.00;ADM.L
ABERDEEN ASSET MANAGEMENT PLC O;GBp;;319.10;317.60;-1.37%;;-4.40;320.70;311.90;13.30;;;;;2798500;;;0.00;-4.40;0.92;29.12;-36.80;73.20;;;-4.40 - -1.37%;-1.37%;;GBp;320.70;311.90;311.90 - 320.70;;;;;0.00;0.00;0.00;20.74;0.00;;13.30;;5/11/2017;316.68;;;;;;;;8/11/2017;317.60;;3:38pm;3:38pm - <b>317.60</b>;;;;;ABERDEEN ASSET MANAGEMENT PLC O;;;319.10;;0.00;;;-10.38%;-1.37%;+0.29%;+10.09%;+29.95%;317.60;;;;;;;0.00;LSE;ADN.L;;;288.48;29986706;354.40;244.40;244.40 - 354.40;ADN.L
ADEPT TELECOM PLC ORD 10P;GBp;330.00;327.98;320.00;+2.49%;577.62;+7.98;327.98;327.98;11.60;;;330.00;;74904;310.00;;0.55;+7.98;19.13;3.23;-57.02;121.18;;;+7.98 - +2.49%;+2.49%;;GBp;327.98;327.98;327.98 - 327.98;;;;;;;6.82M;22.30;0.00;;11.60;;9/21/2017;308.85;;;;;;;;11/1/2017;327.98;;2:42pm;2:42pm - <b>327.98</b>;;;77.73M;;ADEPT TELECOM PLC ORD 10P;;;327.98;;0.00;28.27;;-14.81%;+2.49%;+6.19%;+1.00%;+58.60%;320.00;577.62;;;;220.24;;0.00;LSE;ADT.L;;;324.75;6912;385.00;206.80;206.80 - 385.00;ADT.L
ALCENTRA EUROPEAN FLOATING RATE;GBp;101.75;100.62;100.00;+1.00%;;+1.00;101.00;100.62;;;;101.75;;544;100.50;;0.00;+1.00;99.93;99.94;-3.50;3.75;;;+1.00 - +1.00%;+1.00%;;GBp;101.00;100.62;100.62 - 101.00;;;;;;;0.00;;0.00;;;;;1.07;;;;;;;;11/1/2017;101.00;;2:59pm;2:59pm - <b>101.00</b>;;;;;ALCENTRA EUROPEAN FLOATING RATE;;;100.62;;0.00;;;-3.35%;+1.00%;+9339.43%;+9451.55%;+3.86%;100.00;;;;;;;0.00;LSE;AEFS.L;;;1.06;7136;104.50;97.25;97.25 - 104.50;AEFS.L
ACTIVE ENERGY GROUP PLC ORD 1P;GBp;2.35;2.34;2.70;-12.96%;385.71;-0.35;2.45;2.30;-0.50;;;2.35;;701450;2.30;;0.01;-0.35;0.13;-0.09;-1.15;0.49;;;-0.35 - -12.96%;-12.96%;;GBp;2.45;2.30;2.30 - 2.45;;;;;;;-2.85M;-0.30;0.00;;-0.50;;;2.22;;;;;;;;11/1/2017;2.35;;2:46pm;2:46pm - <b>2.35</b>;;;18.97M;;ACTIVE ENERGY GROUP PLC ORD 1P;;;2.34;;0.00;;;-32.86%;-12.96%;+5.84%;-3.78%;+26.34%;2.70;385.71;;;;307.03;;0.00;LSE;AEG.L;;;2.44;6158201;3.50;1.86;1.86 - 3.50;AEG.L
ABERDEEN EMERGING MARKETS INVES;GBp;636.00;635.56;632.50;+0.29%;;+1.82;635.56;632.00;164.90;;;636.00;;14;629.50;;0.00;+1.82;627.38;627.57;-3.68;146.32;;;+1.82 - +0.29%;+0.29%;;GBp;635.56;632.00;632.00 - 635.56;;;;;;;0.00;;0.00;;164.90;;;6.94;;;;;;;;11/1/2017;634.32;;2:13pm;2:13pm - <b>634.32</b>;;;;;ABERDEEN EMERGING MARKETS INVES;;;635.56;;0.00;;;-0.58%;+0.29%;+9039.18%;+9291.96%;+29.98%;632.50;;;;;;;0.00;LSE;AEMC.L;;;6.75;3520;638.00;488.00;488.00 - 638.00;AEMC.L
